"outcome","model","term","estimate","std.error","z","p.value","OR","OR_lo","OR_hi","p_fdr_BH","p_holm"
"q40_police","firth_penalized","severe_coharm",0.825881840652316,0.254329891403915,NA,0.00163743261233018,2.283893908057,1.36159403899386,3.90041165866562,0.0556727088192261,0.0556727088192261
"q40_police","firth_penalized","region2",0.0232157906823622,0.476246748121676,NA,0.962498672349914,1.02348737475826,0.404279363431503,2.85878059760338,0.962498672349914,1
"q40_police","firth_penalized","region3",-0.272499437966311,0.542570511478255,NA,0.631189086582478,0.761473857149046,0.253982064546559,2.37911952592952,0.962498672349914,1
"q40_police","firth_penalized","region4",-0.235604247509961,0.481440678551388,NA,0.64112889851283,0.790093293456994,0.307798104700699,2.22396413387559,0.962498672349914,1
"q40_police","firth_penalized","region5",-0.582784814852574,0.502274400910718,NA,0.275013800517921,0.558341322324487,0.206088826893236,1.62780343323365,0.811852542019243,1
"q42_police","logit_HC3","female",0.109240839951921,0.28775830000853,0.379627068788921,0.704222264492941,1.11543095833276,0.63459680909215,1.96059325382846,0.996380813496981,1
"q42_police","logit_HC3","age_cat10s",0.214156495716389,0.845917691106952,0.253164696716708,0.800140945972057,1.23881650910144,0.236019186424247,6.50229486201048,0.996380813496981,1
"q42_police","logit_HC3","age_cat30s",-0.433716395371579,0.365030556208921,-1.18816462894505,0.234768556060712,0.648096032458586,0.316897695113618,1.32543869445931,0.614010069697247,1
"q42_police","logit_HC3","age_cat40s",-0.599931785664258,0.439525510216373,-1.36495327738524,0.172267735456568,0.548849074192123,0.23191095730945,1.29892657827115,0.575738794642598,1
"q42_police","logit_HC3","age_cat50s",-0.880864196293644,0.4607511329271,-1.91180039145561,0.0559018015624438,0.414424612669278,0.167975622070556,1.02245645808021,0.428929589942303,1
"q42_police","logit_HC3","age_cat60s",-0.680147169233159,0.49962407262889,-1.36131785174882,0.173413263878339,0.506542439417403,0.190251128310375,1.34866607735614,0.575738794642598,1
"q42_police","logit_HC3","college",0.00151920902931397,0.442700521504785,0.00343168565546303,0.997261916372137,1.00152036361196,0.420557606747416,2.38503126001441,0.997261916372137,1
"q42_police","logit_HC3","married",0.170427212424562,0.332360742566928,0.51277780615213,0.608106756265179,1.18581133646041,0.618165014750735,2.27471385815167,0.996380813496981,1
"q42_police","logit_HC3","employed",0.23088345513749,0.567934553735014,0.406531797755724,0.684351898106804,1.2597124178832,0.41384313820355,3.83448516908509,0.996380813496981,1
